iteration,non_outlier_sq_error,
396,1666.53751149058,
397,1077.67197912961,
398,180.136428032537,
399,914.237642496466,
400,1252.48667703312,
401,822.981242251625,
402,1548.08373276732,
403,752.67450678754,
404,343.514077648122,
405,1448.52688535499,
406,649.344580043631,
407,1554.44515468458,
408,540.053356770906,
409,1249.78105115192,
410,1021.06467346693,
411,569.154753161983,
412,1417.59652211793,
413,153.152096892946,
414,686.506956284447,
415,482.863927002723,
416,855.782259707748,
417,1280.81084424946,
418,1290.6198610001,
419,1080.88646668075,
420,928.060017762443,
421,654.444512167569,
422,1194.93144861208,
423,1714.99988935128,
424,360.85297562584,
425,1608.22401635057,
426,1555.1591383645,
427,1036.42398768257,
428,917.946421252213,
429,920.936266970765,
430,1642.2980821477,
431,1372.78258821066,
432,1173.17791664864,
433,503.146242643403,
434,626.102933090243,
435,677.118705046233,
436,416.613980290167,
437,1386.02256171965,
438,1407.4139154769,
439,1278.09241749212,
440,1744.12379690639,
441,1089.98933791897,
442,1220.74061371548,
443,1021.81863562076,
444,1442.74135615588,
445,509.286423823842,
446,671.37694552403,
447,417.067020844763,
448,642.43130416796,
449,1317.22465843411,
450,1129.4928681496,
451,1192.94626786146,
452,1727.47731321975,
453,445.470276248091,
454,489.335295923783,
455,574.158533245672,
456,1437.21002914202,
457,1231.08547194997,
458,723.014151584262,
459,1404.54795213233,
460,427.520909043863,
461,1301.68049983373,
462,1489.79536131633,
463,587.727241519886,
464,1427.69836416478,
465,1377.81350606314,
466,1429.78802683686,
467,908.469061314902,
468,683.364989637912,
469,737.746312708485,
470,203.092780261747,
471,537.711203412804,
472,1764.07757919341,
473,482.939789074463,
474,1694.98514382076,
475,967.353961431841,
476,619.571514370645,
477,367.328334839962,
478,568.801193059534,
479,1293.01013806097,
480,590.752506122373,
481,1321.10444506948,
482,1380.72139136773,
483,1582.40858012715,
484,1117.77010032129,
485,929.356273238617,
486,431.626903408785,
487,1519.05203592551,
488,1365.98780450044,
489,1204.18917832647,
490,523.714269872172,
491,1459.55241176121,
492,392.086299174946,
493,748.84954880701,
494,1339.23882893045,
495,1393.02949817739,
496,1342.96833726426,
497,513.357568384908,
498,1001.5293932384,
499,1322.20587405954,
500,345.160872714067,
501,237.089230128037,
502,240.314467470202,
503,6.54866885126343e-24,
504,69.4289160611054,
505,350.005049805427,
506,336.250876886144,
507,349.640409723557,
508,90.771270010506,
509,376.632551884099,
510,106.088345002419,
511,246.911130218777,
512,133.727091941979,
513,356.831394436353,
514,207.454022481254,
515,97.4398493435277,
516,215.030981595131,
517,366.679623945214,
518,445.135011868045,
519,255.063118453651,
520,230.868813904349,
521,260.937858701583,
522,98.2995124544245,
523,283.34634633072,
524,241.163613966428,
525,338.014219877701,
526,312.508546749517,
527,375.884501732301,
528,225.343032008938,
529,88.8616850134559,
530,468.953593855214,
531,325.47061446799,
532,55.0939442306383,
533,4.70232010623645,
534,371.073926049944,
535,13.0566113966092,
536,136.501799048697,
537,72.1004932405263,
538,199.230304955453,
539,6.56845980215623,
540,187.877678500047,
541,347.908301083228,
542,182.383916833695,
543,105.995380081131,
544,169.891161611345,
545,29.9121876795913,
546,126.950683017234,
547,329.246707888175,
548,172.434882247035,
549,231.324700290621,
550,119.742981230997,
551,41.1132094678523,
552,37.0319109902201,
553,457.086981668117,
554,379.423346723325,
555,67.6683904943535,
556,253.61530544101,
557,405.579752416504,
558,235.808859140637,
559,429.757716914152,
560,349.341379639294,
561,40.1557210556122,
562,396.524145716733,
563,303.996439800486,
564,139.039622859735,
565,345.969752295417,
566,350.195918705141,
567,98.0518249222712,
568,311.051025748735,
569,121.219343721453,
570,268.010547681569,
571,43.3123888232294,
572,9.67268840685614,
573,164.943917956297,
574,137.539114608532,
575,280.134988899386,
576,215.470083416778,
577,64.311241866554,
578,263.512860987595,
579,280.864656389909,
580,439.141565528649,
581,224.283635319535,
582,381.676418838525,
583,211.986555417858,
584,260.811049208508,
585,135.3871082927,
586,63.7515394997357,
587,361.942299612552,
588,301.704992518435,
589,388.403077442319,
590,400.603845189341,
591,56.2208778459077,
592,68.0127302716303,
593,334.812158862394,
594,315.600819926936,
595,206.99784449677,
596,108.767562911896,
597,258.108300327847,
598,116.637220351791,
599,30.6468079112657,
600,309.148491247751,
601,27.136217856765,
602,34.9339623293509,
603,248.191805734398,
604,380.790906091115,
605,47.5235944914786,
606,211.679024207702,
607,171.014662371117,
608,332.689921148615,
609,61.6106233779531,
610,41.2840815901818,
611,142.508422458998,
612,318.635642180505,
613,26.0361687223949,
614,57.7897185499596,
615,142.540557300007,
616,422.854317344037,
617,160.101981811732,
618,441.27220082809,
619,108.597011202052,
620,389.745277705117,
621,42.3592433113487,
622,241.653571049108,
623,33.4554634717045,
624,215.089469323292,
625,1412.2447591231,
626,605.993518632853,
627,1417.93581184924,
628,935.457327483008,
629,1499.3095203973,
630,639.473963637449,
631,1267.27287142617,
632,382.091728585178,
633,863.506659542153,
634,1349.86589364865,
635,1343.63790700259,
636,966.550085782584,
637,1393.76239648328,
638,1081.63662859395,
639,801.674802803995,
640,1112.11108556207,
641,504.512644660764,
642,1370.82489895789,
643,690.636057074286,
644,849.815974445774,
645,1518.33090419934,
646,671.081150491501,
647,945.005569999366,
648,1060.49242150594,
649,502.527369222762,
650,941.478958700675,
651,1230.72486295693,
652,565.362500966158,
653,1067.07809047509,
654,1461.16785908733,
655,514.870565508895,
656,1379.33071855202,
657,1358.21481501701,
658,1108.06256104499,
659,1456.77561250106,
660,440.220035030941,
661,454.210717886372,
662,876.757049623493,
663,832.052840922231,
664,636.024558600859,
665,1105.27442308643,
666,833.605638212012,
667,757.731765614895,
668,595.766006636876,
669,725.79552659994,
670,648.689158892703,
671,654.848664780187,
672,1148.51024069016,
673,1481.30939902551,
674,1253.26785772935,
675,637.661213561569,
676,909.651483334498,
677,1076.96188394059,
678,647.862375780493,
679,1479.27620276188,
680,604.862595620858,
681,1549.3000823069,
682,583.24469908362,
683,1228.41688050235,
684,911.357149324304,
685,1269.13496362554,
686,1054.29182768105,
687,1340.22383441922,
688,697.427959149098,
689,473.428790137082,
690,1176.7160857149,
691,1297.56834560198,
692,1468.07925106186,
693,1535.01474228497,
694,1327.47479831854,
695,1249.64895966321,
696,1488.50222880969,
697,575.154730022486,
698,612.160987008518,
699,913.308719113022,
700,1172.28595985326,
701,1639.94891633666,
702,1181.61113360839,
703,1378.20980812343,
704,1039.72412470326,
705,1025.16372099306,
706,1218.44091792747,
707,1378.21886199638,
708,900.304230738714,
709,1237.44553499439,
710,527.365513982795,
711,1197.77493730313,
712,824.373147627482,
713,1400.97471424664,
714,523.601006512476,
715,955.993305048881,
716,1356.33685552485,
717,1521.61749855287,
718,655.450022316776,
719,975.156730080931,
720,696.618193509721,
721,560.374573492175,
722,837.523252362986,
723,506.918999820049,
724,1378.9683532353,
725,1339.00996344671,
726,766.594346884414,
727,869.840494567145,
728,680.318706342879,
729,1667.1985364817,
730,1286.75535371805,
731,1152.59037450469,
732,846.649775257979,
733,772.883401239305,
734,762.206261834279,
735,1388.95068143149,
736,404.58665733666,
737,784.375468466848,
738,1057.97128480728,
739,1290.92667877234,
740,607.537361273242,
741,1107.04339063306,
742,1457.89153102593,
743,815.331503072332,
744,506.064257790195,
745,692.683787150176,
746,1049.51794868804,
747,752.956538076666,
748,1288.57420715591,
749,1550.36757170731,
750,710.174351745289,
751,681.234767947635,
752,833.780090574243,
753,44.5707444393672,
754,140.157035523694,
755,539.89537602423,
756,137.81694631465,
757,176.261124888115,
758,238.613745104252,
759,643.344304547301,
760,272.657244597285,
761,711.499543017503,
762,34.8550130433264,
763,858.551521025264,
764,774.702183805431,
765,623.456554331993,
766,175.211246334862,
767,68.692514453543,
768,441.781146780083,
769,757.355502673722,
770,454.396950122148,
771,408.212065341141,
772,831.16890530948,
773,126.498755634153,
774,210.306313024026,
775,461.235488021336,
776,575.059768895652,
777,395.90873018372,
778,691.642106471917,
779,617.14300993423,
780,573.153621751314,
781,98.9868668659648,
782,526.999186849675,
783,196.287519901061,
784,502.693167476601,
785,797.603047640026,
786,85.4692492242391,
787,697.192069287472,
788,198.918273619616,
789,149.581304570045,
790,952.419462678828,
791,550.105878828115,
792,463.987969236613,
793,80.0771170816929,
794,417.757742382505,
795,332.749563059542,
796,47.1224750251552,
797,220.914398834562,
798,357.128701152288,
799,265.011783006338,
800,151.788475590546,
801,535.02939769645,
802,338.554214714851,
803,467.595658949129,
804,259.07440739979,
805,203.276835186905,
806,639.480993791805,
807,466.762169293199,
808,377.624984756114,
809,683.219705530269,
810,230.371853566538,
811,89.4829898488208,
812,462.306194850092,
813,558.42616406586,
814,631.462946330136,
815,753.474037767084,
816,313.636513752299,
817,391.033465939587,
818,288.920473917882,
819,313.269037436609,
820,825.999800079417,
821,313.39226772259,
822,132.381262604954,
823,42.1041286175509,
824,311.86901404008,
825,107.975598544493,
826,605.551013267607,
827,626.288123112564,
828,314.517950045551,
829,248.703359791461,
830,709.138414748813,
831,113.651030780119,
832,592.303329718695,
833,224.0038454308,
834,533.807273546358,
835,665.188562522173,
836,333.096920658988,
837,63.6828614778644,
838,137.563588621549,
839,346.119293392322,
840,861.149753282626,
841,323.538682615834,
842,565.163693301619,
843,39.6805166303763,
844,305.689456396213,
845,394.565164748511,
846,296.809178322272,
847,469.113655512328,
848,501.660457440911,
849,399.649293021563,
850,489.233130911797,
851,227.094758950218,
852,258.144169084738,
853,58.6012817254104,
854,515.942726723764,
855,466.499985228288,
856,346.589503384876,
857,485.473442066935,
858,589.216755097675,
859,213.293199966118,
860,136.620372886304,
861,184.878995295935,
862,58.2911785703154,
863,784.782922957619,
864,653.27487817247,
865,341.746547336992,
866,902.294618018537,
867,267.435764899883,
868,229.14811457935,
869,300.217288937807,
870,568.159287598191,
871,163.415309380231,
872,27.601782225439,
873,564.790644690373,
874,42.9616579934183,
875,1273.80402476968,
876,777.055368924703,
877,921.513090545805,
878,1047.55906742489,
879,835.885321242787,
880,1271.89256335645,
881,1201.37433118522,
882,709.798786856012,
883,924.844068492221,
884,1039.00538923003,
885,629.070172064019,
886,682.450891230699,
887,1488.52620211452,
888,1016.54748445389,
889,783.428175269264,
890,880.10619019371,
891,1413.22261161842,
892,567.214492575049,
893,864.961942043688,
894,1314.67434721532,
895,997.708511173256,
896,972.046610750523,
897,932.783283932055,
898,1078.43965716735,
899,961.245351351085,
900,820.947554413268,
901,674.398344302735,
902,1289.45579398153,
903,931.924640235603,
904,1105.83297911762,
905,906.884781934457,
906,780.980539795651,
907,972.596625115388,
908,723.711871347681,
909,1100.17298491525,
910,1247.76550841233,
911,986.965257577295,
912,1046.31548973278,
913,694.558708449482,
914,941.80310322528,
915,675.518617079882,
916,1133.57067180429,
917,965.560878552221,
918,873.315594310859,
919,716.430999828712,
920,1044.7200575053,
921,935.568390244572,
922,750.025147457656,
923,977.81303907508,
924,1315.74925805189,
925,1272.22173516418,
926,791.071052335746,
927,965.325514616995,
928,1099.37776047234,
929,998.748482522257,
930,1039.45869907049,
931,1180.92496723234,
932,1093.15771079655,
933,1117.67308896643,
934,927.281283399153,
935,1074.79781387234,
936,923.191850720757,
937,936.614874790755,
938,967.554316201042,
939,1135.90602888309,
940,928.843430642972,
941,1009.93791144357,
942,803.815727095871,
943,714.513496195823,
944,950.109064756902,
945,1090.78574251185,
946,1181.32571554118,
947,1022.95962364698,
948,1372.68992431034,
949,808.073412835903,
950,621.587302917942,
951,1072.72913817809,
952,1030.94752666117,
953,822.871145633967,
954,735.526682673585,
955,768.071488733177,
956,1043.03551459279,
957,902.666882980101,
958,962.055541223255,
959,986.080126082131,
960,850.285607960224,
961,975.380912634829,
962,1265.18569223511,
963,1164.01281454258,
964,1296.06205759078,
965,928.946894836033,
966,1099.88871004587,
967,849.452566955423,
968,869.141501518319,
969,1013.00686754117,
970,1161.30335006708,
971,813.552699322919,
972,1215.87430555905,
973,1201.16900155316,
974,1154.19866534684,
975,998.374895150183,
976,906.10819066779,
977,883.635737971411,
978,980.832158945462,
979,1035.63853842566,
980,1277.38892641042,
981,1397.08886875374,
982,1129.13630337988,
983,761.684410327798,
984,906.550389409175,
985,1059.28884568105,
986,1056.76909548272,
987,1032.81272834348,
988,1225.33006855247,
989,646.661128585132,
990,1351.82854267807,
991,1101.90984017782,
992,1143.61701030435,
993,1279.97988353124,
994,1286.85005858234,
995,1074.38230433689,
996,797.678661848911,
997,1228.40033332638,
998,690.175482801677,
999,949.133721815144,
