iteration,non_outlier_sq_error
248,1474.12480867731,
249,187.209613286312,
250,187.262205187104,
251,97.2192744299562,
252,295.337091271845,
253,272.552002726251,
254,44.3817391265141,
255,92.9728302411318,
256,336.176744957034,
257,83.0962127231888,
258,218.778717425336,
259,108.884766130758,
260,127.914671231204,
261,100.881752115974,
262,177.331889346547,
263,128.360213705814,
264,289.636202591314,
265,187.784194767812,
266,7.41192437308058,
267,150.404437566995,
268,152.201751257123,
269,195.434798354667,
270,152.032708082595,
271,6.72899930423155,
272,169.120405914641,
273,158.899370079612,
274,129.345069398736,
275,11.1776437868239,
276,131.320579186535,
277,136.426954372632,
278,113.839993343178,
279,151.357591084913,
280,168.839819184892,
281,30.7529423579878,
282,257.434607999222,
283,32.0566385946949,
284,61.787330619417,
285,218.004991507293,
286,236.454328419748,
287,278.275426415892,
288,301.468901114717,
289,138.147643234597,
290,120.091143545659,
291,283.907934125468,
292,127.256713306303,
293,76.9333438403851,
294,75.5216716668601,
295,173.528564564215,
296,141.396264429811,
297,89.5996891562928,
298,198.710335290361,
299,158.077339362463,
300,92.5351863531707,
301,223.533668919902,
302,362.746504851205,
303,204.56332220327,
304,56.8810776375523,
305,204.598212543165,
306,73.0342885892234,
307,283.261336089842,
308,88.7446184202841,
309,135.654519717166,
310,180.349470114945,
311,213.480078139587,
312,5.4701691713795,
313,267.548898715451,
314,88.1456512256246,
315,53.5066884367258,
316,88.4086218409906,
317,1.77240006007609e-24,
318,222.989884782356,
319,307.733198161137,
320,87.2418256326846,
321,130.966707613477,
322,45.7565945980595,
323,58.3421978073762,
324,60.0524909340336,
325,138.945125862899,
326,102.897437250692,
327,8.902013176738,
328,124.087662687268,
329,61.4491486040888,
330,9.83016710729003,
331,209.465583547274,
332,10.8041928453833,
333,39.6933348071851,
334,182.376134082361,
335,65.3338376919359,
336,285.98414787565,
337,123.01876232425,
338,30.4979994419077,
339,38.6457447074253,
340,89.6954418644846,
341,43.1080890825701,
342,114.641610002574,
343,284.239598178735,
344,131.606134654821,
345,291.114413229344,
346,109.858098698608,
347,95.2320894252972,
348,38.8786866820504,
349,149.107721522587,
350,135.621580073206,
351,2.02754294200515,
352,197.437325955962,
353,175.859612394632,
354,84.0677996389579,
355,232.278671393567,
356,132.928605546244,
357,154.717139202258,
358,35.6941974579826,
359,226.908884604901,
360,246.38204318336,
361,270.517927501931,
362,3.71970741822404,
363,265.634394429531,
364,241.592641658509,
365,245.261894615598,
366,137.391814085221,
367,119.401277523139,
368,270.912908149461,
369,214.885813138249,
370,289.629248795268,
371,154.469482782158,
372,174.178501332219,
373,232.699830322468,
374,164.515136034657,
375,189.015162085596,
376,1287.24968769501,
377,439.827787531296,
378,456.219626281584,
379,1068.23662233076,
380,356.13639541082,
381,1725.17502407886,
382,1566.72220302465,
383,1538.59507920726,
384,1214.39773886274,
385,1152.36154277825,
386,1015.41743154028,
387,571.071349095443,
388,960.649965316743,
389,1635.31742321714,
390,1322.933345583,
391,1216.04107261482,
392,1252.2559341597,
393,527.187423103398,
394,1562.49383589394,
395,437.651783170443,
396,1812.11207530933,
397,1083.96848527014,
398,286.861736804734,
399,1638.38918730853,
400,977.737284432343,
401,1085.5321679481,
402,1012.77673206883,
403,718.559007956887,
404,1047.12742090417,
405,1092.70778058083,
406,546.458060844996,
407,768.420821468289,
408,692.084661584717,
409,679.02548538571,
410,1545.12386421163,
411,1241.04365453715,
412,1533.72277649626,
413,1390.86176957383,
414,1110.61917065897,
415,1303.3194513361,
416,338.462109866222,
417,845.027579678491,
418,1454.49115718201,
419,885.967977616199,
420,828.100333422248,
421,1271.85963339167,
422,1371.71646931372,
423,570.6850661405,
424,395.233964496447,
425,912.954832677091,
426,1362.47173783199,
427,493.441004517546,
428,600.01977860167,
429,280.108517014208,
430,1133.99274877484,
431,791.788408798095,
432,1529.78317419138,
433,326.589504244009,
434,824.255646111716,
435,654.9477868124,
436,1194.10197462607,
437,955.580772557163,
438,1034.61201925298,
439,806.848513020415,
440,1587.70346584865,
441,1115.22324809523,
442,1251.30136072949,
443,392.35584840882,
444,1255.5199320668,
445,1186.10668433739,
446,1516.78804956153,
447,657.991173554202,
448,932.363486067446,
449,1639.27538875431,
450,290.253522747445,
451,1278.65643309035,
452,696.627380827061,
453,1714.21589259238,
454,1296.01079253268,
455,993.799535529018,
456,1132.44989500979,
457,1553.11290014554,
458,442.743505513952,
459,1183.36669551812,
460,1488.00591027799,
461,1888.009761939,
462,304.848378720528,
463,1631.94213760385,
464,609.488133145831,
465,1614.35505758373,
466,396.906155443154,
467,591.276777816365,
468,285.673424640666,
469,789.75036993172,
470,342.399440949415,
471,383.52260027463,
472,645.411159817828,
473,1090.8640076301,
474,660.200232197157,
475,1452.58189437531,
476,567.936685510237,
477,207.44503624559,
478,1038.54127785953,
479,976.12106883271,
480,1017.82415047388,
481,868.404927628986,
482,1346.60256209614,
483,885.389033058768,
484,1038.59703535806,
485,217.716626615926,
486,691.143707148493,
487,645.684049031111,
488,307.681531903417,
489,893.625227047053,
490,1168.61414545179,
491,1182.12336590161,
492,350.104838599331,
493,1319.29303943033,
494,1418.96591094811,
495,592.70185530278,
496,895.930063054445,
497,1635.89077722741,
498,504.988367925679,
499,510.934473813271,
500,481.865529615799,
501,370.447466705005,
502,104.012072933287,
503,20.5194679298282,
504,410.498946783016,
505,314.901381727291,
506,55.1227439245391,
507,357.715139708732,
508,223.819333950607,
509,198.604746578961,
510,106.227529007238,
511,16.969896314053,
512,343.296460652455,
513,282.572854498361,
514,117.762390476984,
515,14.6699559063732,
516,173.816136803134,
517,374.560500231404,
518,301.4150666423,
519,292.451221281504,
520,44.5212624028438,
521,199.693285846428,
522,343.370413014737,
523,189.288801926774,
524,119.561780970382,
525,198.831785878578,
526,217.67109755339,
527,170.261014280015,
528,264.375060039192,
529,129.137933968204,
530,470.160903007903,
531,244.268823332748,
532,12.6280142681072,
533,60.9292560625293,
534,353.20647287591,
535,168.043571013051,
536,88.1367964639331,
537,210.562735633323,
538,390.272967495453,
539,26.6413086339003,
540,98.9040021920375,
541,244.747120303651,
542,406.657122514997,
543,78.5515358191221,
544,278.881526779244,
545,5.66990005408294,
546,17.8142155013818,
547,292.136532690104,
548,385.119126772105,
549,382.654872496835,
550,264.205681988059,
551,414.194315403804,
552,318.497512262691,
553,271.214019680776,
554,185.76783481554,
555,237.042695898785,
556,184.148763799654,
557,196.955764647498,
558,173.966146069188,
559,218.603838896896,
560,3.37362876364257,
561,288.340098429441,
562,173.60201177553,
563,333.853487299917,
564,217.321327076939,
565,92.4686521743885,
566,216.016584141936,
567,245.839905515893,
568,329.274261506832,
569,196.564117302357,
570,204.317422499483,
571,362.465697843173,
572,331.08135670115,
573,53.1694550894465,
574,75.9532150587174,
575,136.531755451665,
576,406.451876821787,
577,330.244904692086,
578,379.700218027971,
579,502.894536785562,
580,48.5590234830852,
581,264.63902267873,
582,267.534354876128,
583,161.719993448627,
584,218.894337559348,
585,188.767755304283,
586,486.6691095042,
587,230.600968930517,
588,220.580536651986,
589,259.459002266287,
590,50.3905191082839,
591,158.015159283993,
592,432.150704522741,
593,419.033719181631,
594,59.6229983893345,
595,149.621809324537,
596,397.358584302526,
597,177.627944703067,
598,64.5678301826014,
599,24.2744897003539,
600,378.017332103443,
601,358.08209621928,
602,67.7766649820005,
603,257.362032126777,
604,6.87356076604772,
605,285.912169321808,
606,252.294290839809,
607,202.76492079114,
608,243.798034206535,
609,160.393625638878,
610,70.0317399887591,
611,385.614324737481,
612,300.293496342312,
613,25.642287030271,
614,133.942058956978,
615,278.957556846806,
616,35.8336748738028,
617,151.478332355004,
618,172.619501885878,
619,245.208912792124,
620,123.481810361339,
621,408.597275520083,
622,309.897060739904,
623,152.055485990086,
624,169.119502884606,
625,1064.20098853219,
626,1055.34105051312,
627,374.945593837437,
628,785.465171147688,
629,1596.17378547349,
630,1377.94309477227,
631,1676.86262302885,
632,1170.77565939749,
633,1579.28189050646,
634,1005.28485281299,
635,1031.92554635199,
636,841.030263809494,
637,476.012556889892,
638,1569.96694855349,
639,1527.46919047433,
640,783.029822992588,
641,1327.26194721611,
642,520.067116262363,
643,1185.76660979349,
644,1336.48024420954,
645,908.086441268789,
646,736.226156745871,
647,488.024856391195,
648,1295.44336920466,
649,1315.35113861266,
650,1079.11248871769,
651,525.690358817262,
652,902.828442063001,
653,731.241584965036,
654,1182.32142561207,
655,1458.05290786962,
656,1262.30621150666,
657,992.631548294369,
658,1106.53308018158,
659,975.03466383498,
660,708.001739105677,
661,979.726972136362,
662,1365.22584750727,
663,1474.23179968212,
664,774.64859880508,
665,1230.37257088537,
666,769.403617368737,
667,630.807721128944,
668,1480.6262401407,
669,1159.96248976332,
670,1566.53403718125,
671,588.188698796892,
672,1391.06326054892,
673,993.319094541567,
674,1396.28247420609,
675,633.535238763614,
676,1065.93709784849,
677,1090.30278351882,
678,1391.40198127614,
679,848.436346098248,
680,652.630485074355,
681,1128.61748387364,
682,728.902433209332,
683,1123.39715882609,
684,809.536594581075,
685,1079.86684026841,
686,685.96397374956,
687,1053.62870967968,
688,586.132321761082,
689,1161.55191947395,
690,728.1864117396,
691,498.468469698829,
692,660.610439190611,
693,1296.53343733644,
694,1079.39165506475,
695,733.4400875497,
696,837.757417330246,
697,1071.15816360069,
698,1271.09319612577,
699,1072.46474307315,
700,1141.93301844542,
701,995.267690550254,
702,713.170044326144,
703,1065.9297455088,
704,1145.8519443382,
705,594.029956620751,
706,823.562718085453,
707,359.586956658195,
708,863.189663446395,
709,752.190839815881,
710,1321.30999223031,
711,1016.79166556606,
712,1527.42280666459,
713,1270.16841672922,
714,1134.3018968329,
715,1485.20875135123,
716,635.767746951952,
717,443.638873252988,
718,971.725489957394,
719,1391.99785809206,
720,477.329168494738,
721,559.693788490837,
722,739.549744108119,
723,930.155038887504,
724,644.239154235061,
725,974.459445863042,
726,1119.10965396857,
727,1031.80436516685,
728,1115.80164643619,
729,1353.54814535342,
730,1343.08480106645,
731,1505.18882367539,
732,980.644670714359,
733,488.405665475167,
734,978.073288689061,
735,1498.57514084222,
736,1228.71110161532,
737,1005.92722093563,
738,834.478322857175,
739,754.206159732453,
740,927.36106302194,
741,680.921691910647,
742,803.318127016918,
743,613.992486393729,
744,1288.849185494,
745,761.555667431392,
746,1046.80672111806,
747,664.28699620268,
748,635.494184995875,
749,448.735085176796,
750,420.621976999546,
751,507.788618061594,
752,183.963524731475,
753,676.464295637811,
754,583.84414703991,
755,483.52088928355,
756,439.772581820033,
757,143.621814713918,
758,326.015486448528,
759,103.139218882035,
760,44.2142778252866,
761,668.932852835198,
762,454.632887941632,
763,105.110342327222,
764,267.180785271373,
765,507.841398273969,
766,248.59541768409,
767,262.726006327516,
768,525.152252156233,
769,629.14960262305,
770,30.6394400336874,
771,405.258213415886,
772,620.920406629276,
773,505.291445044668,
774,762.54239704984,
775,497.429228226733,
776,383.540999431909,
777,49.8582965950116,
778,786.74242046984,
779,410.86276955944,
780,295.621434163401,
781,683.591622588675,
782,486.120868594341,
783,565.098996572316,
784,312.540203152301,
785,300.57786881698,
786,46.2586679767484,
787,474.690602541812,
788,528.112003965528,
789,204.83140133004,
790,694.981804986634,
791,494.658462035621,
792,234.759386923218,
793,38.2523642413653,
794,218.625898249722,
795,300.111431200099,
796,590.715246446727,
797,626.800948283635,
798,4.45194304705556,
799,143.131219414795,
800,936.563248731998,
801,17.5181483679279,
802,415.145128290407,
803,36.2878090966112,
804,38.6644678277881,
805,607.463235889742,
806,240.832629724814,
807,139.993545853944,
808,559.490704612099,
809,347.413482124643,
810,512.69400379316,
811,301.967819804509,
812,658.967366387105,
813,426.770920725775,
814,595.618931531944,
815,81.5850289180477,
816,310.977552273545,
817,241.277434371963,
818,295.664637795671,
819,603.361539540508,
820,943.698601620583,
821,740.2527879611,
822,698.872052262272,
823,706.857086052527,
824,782.127119989306,
825,19.7532270432181,
826,484.33183930116,
827,177.729035515711,
828,625.594645886718,
829,163.541667026112,
830,441.864186122078,
831,738.159915512519,
832,221.432445534641,
833,28.2702796603381,
834,634.66846936811,
835,106.954422193342,
836,572.821346743873,
837,408.66468874187,
838,91.8576784189265,
839,322.365043755721,
840,1.68508471087462,
841,602.433467165993,
842,414.046103689905,
843,10.129903613859,
844,3.32032889188604,
845,467.78923835184,
846,162.242577202175,
847,521.712662410483,
848,9.41225447792186,
849,358.132285203111,
850,429.957602676817,
851,905.276148281918,
852,621.463017156884,
853,570.736000309294,
854,573.768358997868,
855,173.429677624095,
856,467.799190710518,
857,570.767665577443,
858,826.477611787592,
859,330.078300619806,
860,342.036411972793,
861,853.67262397144,
862,434.803348143544,
863,2.68789175770243e-23,
864,771.903466383769,
865,531.298684394057,
866,644.963718509112,
867,171.37156515887,
868,128.530647181036,
869,267.320611831591,
870,28.2094437424325,
871,60.2797931393989,
872,757.371115856463,
873,254.19238970879,
874,570.129504583718,
875,745.166056444935,
876,1085.52499684465,
877,1001.74989685431,
878,1001.60242070209,
879,943.128311472585,
880,934.723440107798,
881,1172.95298439195,
882,848.702948396724,
883,888.270156993567,
884,906.364463186538,
885,1083.732319796,
886,1207.56472630407,
887,988.16610106736,
888,1029.42354653707,
889,1176.41298854317,
890,1011.47000443467,
891,761.955495885071,
892,926.007035066416,
893,1290.34589315394,
894,1239.54866366649,
895,1042.67688904682,
896,1275.24154010241,
897,988.150180472455,
898,1070.14035449045,
899,929.123886270974,
900,930.731806586637,
901,747.527063793169,
902,1304.98172136348,
903,1017.76244857563,
904,1005.97858026594,
905,920.324995358019,
906,947.459185608696,
907,1166.13414530553,
908,920.783743832417,
909,972.813361923787,
910,994.561724688858,
911,1052.76962402779,
912,1039.14577870365,
913,1207.01942754187,
914,1032.30077308777,
915,1219.88561339565,
916,852.983928981454,
917,1282.88274598598,
918,1000.28838520446,
919,1107.84997978244,
920,1079.56364893094,
921,994.743735957547,
922,1006.10958547098,
923,1226.69526133641,
924,1291.91766413048,
925,1007.10857269891,
926,1212.95256131255,
927,1274.60812673562,
928,1214.44922497709,
929,1300.37484661556,
930,1037.96498207231,
931,1138.10696185468,
932,1035.80767381884,
933,1126.12537537916,
934,1127.48269663483,
935,964.582705411008,
936,1097.45525636077,
937,1398.36272088455,
938,1246.43775631071,
939,959.195899852733,
940,756.940970987181,
941,941.579335670272,
942,1407.40208329841,
943,1234.74742935139,
944,1126.11573936671,
945,1103.74079444818,
946,1065.36056436679,
947,922.317995707752,
948,622.367408950698,
949,1206.35836237782,
950,1171.73362901517,
951,956.347552229193,
952,755.405632947655,
953,958.701198883981,
954,977.838812538634,
955,706.090462032952,
956,1045.07476318846,
957,853.098371375711,
958,740.162838765388,
959,1068.67448772544,
960,988.530874600468,
961,1212.67373834179,
962,1150.86176979856,
963,1002.68013225854,
964,939.513338170287,
965,1169.25018599694,
966,1001.54581943915,
967,987.866382739021,
968,759.862107431187,
969,1108.54067427222,
970,1098.97502922936,
971,1333.12139997777,
972,1034.89499221168,
973,925.897783750041,
974,899.60636674554,
975,1002.92770094027,
976,1005.91474548072,
977,844.152595032051,
978,1025.00160879178,
979,862.195612925238,
980,757.445680071218,
981,1051.75835002306,
982,1012.80779907586,
983,862.309385009482,
984,949.064912171683,
985,1102.30683721248,
986,760.673901802009,
987,916.671934033976,
988,1049.70326195868,
989,1247.5371339209,
990,1008.22361147762,
991,931.197195578855,
992,957.543413358303,
993,1250.92127130879,
994,1022.99734792225,
995,943.711332002856,
996,687.779139318368,
997,916.357020951274,
998,1051.33561863462,
999,673.059847399042,
